date;heure;PA01H;GEN;GON;A1;RUR-SE;RN6;RUR_S;BOB;VITRY;AUT;RUR_N;RAMBO;BP_EST
;;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3
2020-01-25;1;60;44;20;44;38;41;55;40;45;63;16;26;52
2020-01-25;2;60;45;20;54;36;50;51;34;40;68;25;32;58
2020-01-25;3;58;52;22;50;37;47;52;37;36;53;22;32;57
2020-01-25;4;54;47;18;38;37;56;59;26;38;72;19;36;53
2020-01-25;5;45;36;16;30;41;45;61;23;35;59;15;41;36
2020-01-25;6;31;25;26;19;41;53;60;29;38;40;17;33;38
2020-01-25;7;30;23;22;29;37;46;53;28;31;41;14;38;36
2020-01-25;8;34;25;24;34;42;45;48;28;25;43;18;38;45
2020-01-25;9;32;26;20;45;34;59;43;28;33;38;13;31;40
2020-01-25;10;34;30;26;37;29;60;40;36;38;42;17;30;41
2020-01-25;11;40;37;36;40;25;62;39;46;43;50;20;29;55
2020-01-25;12;45;44;35;49;26;56;30;54;52;49;24;28;61
2020-01-25;13;49;46;30;47;27;54;31;58;55;66;29;32;64
2020-01-25;14;51;52;33;53;28;58;24;66;55;67;34;33;61
2020-01-25;15;56;55;36;65;16;53;33;72;67;65;34;29;64
2020-01-25;16;63;59;38;69;29;55;33;68;64;62;34;29;79
2020-01-25;17;62;62;45;51;29;53;31;62;56;76;38;35;76
2020-01-25;18;60;59;50;60;24;58;40;63;60;81;35;47;84
2020-01-25;19;64;55;44;65;24;77;43;80;63;58;42;49;80
2020-01-25;20;62;58;53;65;30;83;38;82;72;56;36;51;87
2020-01-25;21;65;66;52;66;27;84;43;97;73;60;34;36;93
2020-01-25;22;68;69;47;67;28;62;42;124;72;84;42;31;102
2020-01-25;23;62;72;56;58;26;66;43;126;56;91;43;33;90
2020-01-25;24;57;69;54;63;34;66;39;117;59;68;42;29;100
2020-01-26;1;59;67;47;75;43;76;36;119;73;72;42;38;90
2020-01-26;2;57;65;44;71;37;64;37;87;84;62;41;33;84
2020-01-26;3;60;65;46;75;33;60;33;70;78;63;44;31;81
2020-01-26;4;72;67;44;72;34;60;26;55;76;59;49;31;83
2020-01-26;5;72;66;42;70;29;49;25;44;65;66;42;23;73
2020-01-26;6;61;64;39;56;24;48;25;42;60;63;45;30;66
2020-01-26;7;55;61;38;52;32;49;25;40;50;64;43;24;52
2020-01-26;8;50;58;36;48;28;46;19;38;41;46;38;24;55
2020-01-26;9;48;48;35;43;23;42;18;35;34;38;39;23;58
2020-01-26;10;39;31;37;40;25;41;19;35;35;32;41;20;51
2020-01-26;11;38;23;38;47;22;40;18;36;39;22;34;16;48
2020-01-26;12;39;18;31;33;16;29;15;36;32;24;20;15;46
2020-01-26;13;32;16;30;32;19;24;15;32;28;21;21;9;37
2020-01-26;14;28;16;22;20;16;26;17;35;26;26;9;12;35
2020-01-26;15;22;16;17;18;11;21;12;21;16;20;13;12;25
2020-01-26;16;19;18;18;15;11;20;15;18;17;15;16;16;23
2020-01-26;17;18;16;17;19;11;23;9;19;21;19;15;10;32
2020-01-26;18;21;18;20;28;7;29;11;19;29;21;17;10;41
2020-01-26;19;23;18;21;25;9;17;17;22;23;25;18;13;30
2020-01-26;20;23;20;23;26;10;17;16;17;24;19;15;8;31
2020-01-26;21;25;19;17;26;7;12;8;20;16;13;14;8;30
2020-01-26;22;21;14;17;16;8;10;9;17;14;11;14;10;23
2020-01-26;23;15;13;12;17;9;12;11;12;15;14;12;10;16
2020-01-26;24;13;13;12;6;8;16;10;15;12;9;10;7;13
2020-01-27;1;11;11;14;4;11;14;10;15;12;11;8;14;14
2020-01-27;2;9;10;12;3;9;13;9;10;9;10;11;8;14
2020-01-27;3;9;9;9;4;5;11;6;9;7;8;9;6;12
2020-01-27;4;9;8;8;8;7;12;6;11;8;8;9;4;12
2020-01-27;5;7;7;10;8;8;9;11;8;6;6;5;3;11
2020-01-27;6;7;6;9;8;6;10;6;n/d;7;5;0;3;11
2020-01-27;7;7;6;7;7;9;10;3;7;11;9;3;7;10
2020-01-27;8;7;4;5;4;7;9;5;7;12;6;3;8;11
2020-01-27;9;9;5;11;4;4;11;3;7;9;11;2;5;10
2020-01-27;10;10;7;9;14;5;10;n/d;n/d;9;10;1;4;8
2020-01-27;11;8;6;7;11;5;8;7;9;7;10;1;7;11
2020-01-27;12;9;6;6;10;6;15;4;13;9;12;2;4;11
2020-01-27;13;11;8;8;13;9;11;6;10;9;9;4;4;7
2020-01-27;14;12;9;10;14;5;8;9;6;8;9;5;7;10
2020-01-27;15;9;7;9;13;3;5;7;7;5;10;4;6;8
2020-01-27;16;9;6;7;10;1;5;8;6;4;10;4;6;11
2020-01-27;17;7;6;10;11;0;6;5;n/d;4;13;4;5;11
2020-01-27;18;5;8;6;6;0;7;6;n/d;4;11;2;4;13
2020-01-27;19;3;8;5;11;2;9;5;n/d;5;8;2;3;9
2020-01-27;20;6;6;5;8;4;8;3;n/d;6;6;3;4;12
2020-01-27;21;6;4;3;7;4;7;3;4;7;6;3;3;10
2020-01-27;22;6;1;6;10;3;8;6;6;7;7;5;1;7
2020-01-27;23;3;3;5;7;3;7;7;6;4;5;4;1;5
2020-01-27;24;3;4;5;4;2;4;5;6;5;4;3;3;6
2020-01-28;1;4;3;5;3;1;3;5;6;5;3;4;7;4
2020-01-28;2;2;3;4;1;3;4;4;5;3;3;5;4;3
2020-01-28;3;1;2;4;2;4;5;3;4;1;1;3;1;5
2020-01-28;4;3;3;3;11;2;4;3;2;2;3;n/d;3;4
2020-01-28;5;4;5;3;9;0;4;n/d;0;2;4;n/d;2;3
2020-01-28;6;2;2;4;7;0;5;n/d;1;2;5;n/d;4;3
2020-01-28;7;2;1;4;4;1;7;6;6;4;5;n/d;3;6
2020-01-28;8;1;3;6;8;0;8;5;5;6;6;n/d;2;8
2020-01-28;9;6;4;4;6;3;7;4;3;6;6;n/d;3;6
2020-01-28;10;4;3;2;7;3;7;5;4;3;5;n/d;4;2
2020-01-28;11;4;0;5;10;1;12;7;3;4;10;n/d;3;5
2020-01-28;12;4;2;5;8;4;8;6;4;7;10;n/d;3;5
2020-01-28;13;3;5;n/d;6;3;10;7;6;5;12;6;3;4
2020-01-28;14;3;4;5;12;2;7;8;4;4;14;8;6;8
2020-01-28;15;4;5;4;9;2;7;6;8;2;10;8;4;6
2020-01-28;16;4;5;4;13;3;10;8;6;4;10;8;5;4
2020-01-28;17;3;4;3;15;5;9;6;9;6;10;10;4;6
2020-01-28;18;4;4;4;12;7;10;3;n/d;7;10;5;7;6
2020-01-28;19;5;1;3;9;5;10;1;7;7;10;5;9;7
2020-01-28;20;7;4;3;12;3;6;3;n/d;5;9;5;6;7
2020-01-28;21;3;5;3;10;0;4;2;n/d;3;7;5;4;6
2020-01-28;22;5;3;3;14;0;7;2;6;8;6;4;6;4
2020-01-28;23;4;5;5;11;4;8;5;5;6;5;4;7;6
2020-01-28;24;5;4;4;8;3;6;3;9;6;5;2;3;7
2020-01-29;1;7;3;3;9;1;3;1;6;4;5;4;2;5
2020-01-29;2;2;4;3;5;2;2;4;5;4;7;4;3;5
2020-01-29;3;3;5;5;8;2;4;3;6;5;5;6;2;6
2020-01-29;4;1;4;4;7;4;4;1;6;7;4;6;3;7
2020-01-29;5;1;4;6;7;3;7;0;4;7;7;5;3;8
2020-01-29;6;2;2;5;14;3;7;2;3;6;16;3;2;17
2020-01-29;7;5;4;6;11;4;10;4;4;5;12;3;5;9
2020-01-29;8;4;2;6;14;5;9;3;7;4;14;5;5;7
2020-01-29;9;5;4;5;14;3;8;6;6;8;10;n/d;4;7
2020-01-29;10;6;4;5;15;5;13;6;7;10;13;n/d;4;8
2020-01-29;11;4;4;3;15;4;12;3;7;7;17;n/d;4;8
2020-01-29;12;4;5;n/d;17;3;7;n/d;7;7;20;6;5;9
2020-01-29;13;6;7;n/d;14;2;8;7;7;6;15;7;5;8
2020-01-29;14;6;7;n/d;11;1;11;3;8;8;12;9;7;11
2020-01-29;15;4;6;5;16;2;13;4;9;6;12;7;7;10
2020-01-29;16;5;5;7;14;2;11;3;6;3;10;6;6;10
2020-01-29;17;4;4;9;19;2;15;6;5;7;14;5;8;7
2020-01-29;18;6;6;7;14;6;11;6;7;8;12;2;7;7
2020-01-29;19;6;6;8;17;5;17;8;7;16;14;7;n/d;12
2020-01-29;20;8;7;11;14;6;16;4;11;14;16;8;10;19
2020-01-29;21;10;8;13;14;5;13;3;14;19;14;8;8;17
2020-01-29;22;11;6;10;9;6;18;7;12;14;13;8;10;25
2020-01-29;23;13;8;9;21;7;11;11;16;13;9;9;6;20
2020-01-29;24;12;7;11;14;6;15;9;18;14;7;11;6;21
2020-01-30;1;11;9;13;12;9;20;11;13;11;12;10;6;20
2020-01-30;2;11;7;9;10;8;10;8;14;14;8;9;6;17
2020-01-30;3;11;7;11;13;7;13;5;17;12;10;8;7;20
2020-01-30;4;11;9;11;16;4;10;4;8;9;10;11;6;13
2020-01-30;5;9;10;10;16;4;14;5;10;6;11;9;4;17
2020-01-30;6;7;8;8;19;5;11;9;10;4;11;10;5;15
2020-01-30;7;8;8;6;16;2;12;6;14;10;9;6;4;20
2020-01-30;8;9;7;5;19;1;16;3;10;10;9;8;5;14
2020-01-30;9;9;8;10;12;2;13;4;10;8;12;9;5;16
2020-01-30;10;9;8;10;18;3;10;4;7;7;11;7;3;17
2020-01-30;11;7;8;10;11;2;10;7;6;8;7;7;4;16
2020-01-30;12;9;6;6;11;0;5;5;n/d;7;5;6;3;18
2020-01-30;13;11;9;6;14;0;6;3;7;7;5;5;1;14
2020-01-30;14;11;6;5;13;2;14;2;6;5;5;5;3;12
2020-01-30;15;8;4;6;10;3;9;1;8;2;5;4;2;13
2020-01-30;16;6;3;5;13;4;6;0;8;2;4;3;5;9
2020-01-30;17;4;4;3;11;1;7;2;5;5;10;3;5;9
2020-01-30;18;4;3;3;6;1;8;2;4;n/d;8;2;3;8
2020-01-30;19;3;3;2;8;3;11;3;n/d;6;8;1;3;8
2020-01-30;20;5;4;4;10;2;8;n/d;5;4;6;3;7;6
2020-01-30;21;8;4;4;10;2;8;n/d;7;4;10;4;n/d;7
2020-01-30;22;7;3;5;17;1;7;n/d;7;3;6;3;n/d;6
2020-01-30;23;4;3;5;11;1;4;2;3;2;6;1;2;5
2020-01-30;24;3;2;4;10;3;8;0;1;n/d;4;0;3;6
2020-01-31;1;2;n/d;2;7;4;5;n/d;3;n/d;2;1;5;5
2020-01-31;2;2;1;1;4;1;4;n/d;5;n/d;5;2;2;5
2020-01-31;3;1;n/d;1;8;0;4;n/d;3;3;7;3;1;5
2020-01-31;4;1;n/d;2;10;0;0;n/d;2;3;4;4;5;6
2020-01-31;5;1;n/d;4;7;0;0;n/d;3;2;6;2;4;5
2020-01-31;6;1;n/d;4;15;3;4;n/d;2;2;9;1;2;7
2020-01-31;7;2;n/d;2;10;1;4;n/d;3;3;16;3;3;9
2020-01-31;8;2;2;2;17;0;6;n/d;4;4;12;3;4;8
2020-01-31;9;2;3;5;10;3;8;0;4;4;8;4;1;6
2020-01-31;10;1;2;2;9;6;8;0;5;2;8;2;1;6
2020-01-31;11;2;3;1;13;3;7;0;5;0;11;2;2;7
2020-01-31;12;3;2;3;13;0;6;0;4;3;8;2;7;6
2020-01-31;13;6;n/d;2;14;0;7;0;7;5;5;1;6;6
2020-01-31;14;6;1;2;10;0;7;0;8;6;3;2;5;9
2020-01-31;15;6;1;5;13;0;5;0;7;4;4;2;3;6
2020-01-31;16;4;1;6;12;0;7;1;4;3;5;3;1;8
2020-01-31;17;3;2;3;8;1;7;0;3;7;5;4;2;15
2020-01-31;18;5;4;3;6;5;8;2;3;6;5;2;5;10
2020-01-31;19;5;3;3;5;5;9;2;7;5;14;2;3;8
2020-01-31;20;7;4;1;8;3;13;2;7;4;9;4;1;6
2020-01-31;21;8;3;1;16;4;12;2;4;2;9;3;1;7
2020-01-31;22;9;5;2;1;1;7;0;1;n/d;8;2;4;7
2020-01-31;23;7;4;3;3;1;3;2;0;n/d;5;0;4;7
2020-01-31;24;5;3;3;6;1;4;1;0;n/d;6;0;1;6
2020-02-01;1;3;n/d;4;5;0;6;2;n/d;n/d;5;2;3;6
2020-02-01;2;2;1;2;1;0;3;4;n/d;n/d;5;2;4;4
2020-02-01;3;3;0;3;0;0;5;1;n/d;n/d;4;0;4;4
2020-02-01;4;2;n/d;6;3;0;4;0;n/d;2;2;0;n/d;4
2020-02-01;5;3;1;4;7;3;1;0;n/d;4;3;0;n/d;7
2020-02-01;6;3;2;2;7;3;1;2;3;3;6;2;1;7
2020-02-01;7;4;1;4;6;0;4;1;3;2;4;4;0;5
2020-02-01;8;3;3;3;5;1;5;1;n/d;2;6;1;2;6
2020-02-01;9;2;3;4;9;2;3;3;n/d;1;7;1;5;7
2020-02-01;10;1;2;6;10;2;4;4;n/d;n/d;10;3;3;4
2020-02-01;11;5;4;6;14;3;5;3;n/d;5;11;2;4;5
2020-02-01;12;2;4;5;13;1;8;5;n/d;3;8;3;5;4
2020-02-01;13;2;3;6;18;0;10;n/d;n/d;4;11;3;5;6
2020-02-01;14;4;5;6;16;3;8;5;4;5;10;3;6;5
2020-02-01;15;7;4;6;10;1;5;5;7;6;21;7;5;11
2020-02-01;16;6;5;5;10;0;12;5;7;5;8;11;4;10
2020-02-01;17;4;4;4;16;1;10;3;8;3;6;7;5;7
2020-02-01;18;4;6;5;11;4;8;5;7;5;11;5;6;9
2020-02-01;19;8;6;6;12;2;10;5;8;5;14;5;8;9
2020-02-01;20;9;5;5;21;6;7;4;8;5;14;5;n/d;7
2020-02-01;21;6;4;6;14;5;5;5;6;6;16;5;8;3
2020-02-01;22;6;5;6;17;5;10;5;4;5;9;4;5;6
2020-02-01;23;5;4;4;17;4;10;3;3;5;8;5;3;7
2020-02-01;24;5;4;4;10;1;7;6;4;5;8;6;4;10
2020-02-02;1;3;5;4;8;3;9;6;4;7;6;3;6;7
2020-02-02;2;4;4;6;8;5;7;5;6;6;4;4;7;9
2020-02-02;3;5;4;5;3;0;5;n/d;4;4;6;3;4;9
2020-02-02;4;3;4;3;1;0;3;n/d;5;4;3;2;1;6
2020-02-02;5;1;1;1;3;0;0;n/d;3;n/d;2;1;0;5
2020-02-02;6;0;0;1;4;0;0;n/d;n/d;n/d;4;0;4;5
2020-02-02;7;0;1;2;3;0;3;0;n/d;n/d;2;0;3;4
2020-02-02;8;1;1;1;3;2;5;0;n/d;2;3;0;3;5
2020-02-02;9;1;0;1;4;2;4;2;n/d;0;4;0;5;4
2020-02-02;10;0;0;3;8;0;4;2;0;3;8;1;4;3
2020-02-02;11;0;0;1;13;4;3;4;n/d;3;6;2;3;3
2020-02-02;12;2;2;2;19;5;4;4;n/d;2;4;2;3;6
2020-02-02;13;2;2;4;15;1;7;4;n/d;4;8;4;5;3
2020-02-02;14;n/d;2;9;11;0;9;2;n/d;3;10;2;4;5
2020-02-02;15;n/d;1;6;8;1;6;3;n/d;4;7;3;1;6
2020-02-02;16;2;3;4;12;0;6;3;n/d;3;9;4;3;6
2020-02-02;17;3;3;4;9;0;8;2;n/d;1;16;4;5;9
2020-02-02;18;4;3;3;7;2;7;3;4;4;11;4;3;10
2020-02-02;19;5;7;2;16;2;8;1;5;5;10;3;2;11
2020-02-02;20;7;7;0;12;3;6;0;n/d;6;11;2;2;9
2020-02-02;21;10;4;0;12;2;3;0;7;7;8;0;3;10
2020-02-02;22;5;3;2;31;3;5;0;2;5;9;1;2;6
2020-02-02;23;2;3;4;15;3;6;1;2;4;6;4;1;4
2020-02-02;24;1;4;5;9;14;7;7;n/d;n/d;7;3;2;2
2020-02-03;1;0;4;3;5;9;7;10;n/d;n/d;7;4;0;0
2020-02-03;2;n/d;2;2;3;6;7;10;n/d;n/d;5;3;0;8
2020-02-03;3;n/d;2;2;2;5;4;7;n/d;n/d;4;0;1;5
2020-02-03;4;0;n/d;2;2;6;5;7;2;n/d;2;3;2;3
2020-02-03;5;0;n/d;4;10;5;6;5;4;n/d;8;3;2;4
2020-02-03;6;1;n/d;4;10;4;3;3;5;2;11;0;0;5
2020-02-03;7;1;2;4;10;0;4;3;n/d;6;9;2;1;6
2020-02-03;8;4;2;3;14;0;8;2;6;5;10;5;4;8
2020-02-03;9;5;0;4;16;0;11;2;5;4;10;4;3;8
2020-02-03;10;6;4;6;12;0;8;n/d;8;3;12;5;1;8
2020-02-03;11;5;4;7;13;2;11;n/d;9;3;10;6;1;9
2020-02-03;12;0;5;6;20;2;10;1;5;3;11;4;1;5
2020-02-03;13;1;1;9;16;0;5;5;7;3;12;3;1;8
2020-02-03;14;5;2;8;13;0;8;n/d;7;5;9;3;0;10
2020-02-03;15;6;5;6;12;3;7;5;8;4;7;4;3;8
2020-02-03;16;5;4;6;10;2;7;5;8;6;8;5;6;13
2020-02-03;17;8;4;4;7;4;13;10;6;7;6;4;6;14
2020-02-03;18;8;7;5;6;8;15;8;8;9;6;4;6;15
2020-02-03;19;11;5;9;10;10;18;10;16;12;13;10;11;14
2020-02-03;20;16;10;9;13;8;16;12;11;12;13;10;11;16
2020-02-03;21;10;9;9;8;10;14;9;10;9;9;7;8;9
2020-02-03;22;5;1;4;7;7;7;n/d;6;n/d;7;5;n/d;n/d
2020-02-03;23;1;n/d;1;6;3;n/d;n/d;2;n/d;6;3;3;n/d
2020-02-03;24;n/d;n/d;3;2;1;n/d;n/d;3;2;6;3;3;n/d
2020-02-04;1;0;1;4;0;2;n/d;n/d;3;4;5;3;2;n/d
2020-02-04;2;1;3;4;1;1;2;n/d;2;4;5;3;3;n/d
2020-02-04;3;2;5;5;5;0;5;4;4;6;5;7;3;6
2020-02-04;4;2;5;7;4;2;7;4;4;5;4;6;3;3
2020-02-04;5;2;7;4;9;3;9;6;5;7;8;4;4;5
2020-02-04;6;2;5;2;12;2;10;4;6;6;12;3;6;6
2020-02-04;7;2;4;5;13;2;10;5;8;6;13;6;5;10
2020-02-04;8;3;4;4;10;2;9;6;8;5;9;4;3;11
2020-02-04;9;4;2;4;14;2;10;4;5;6;11;0;6;7
2020-02-04;10;n/d;5;3;12;4;11;3;5;6;10;2;5;5
2020-02-04;11;n/d;4;2;16;4;8;3;6;8;12;3;1;9
2020-02-04;12;n/d;5;1;8;2;5;4;8;7;12;5;1;n/d
2020-02-04;13;n/d;6;2;10;1;8;3;8;6;13;7;4;20
2020-02-04;14;n/d;5;4;9;2;8;8;6;7;11;5;4;13
2020-02-04;15;n/d;5;8;11;2;6;7;5;7;9;4;3;11
2020-02-04;16;n/d;7;7;10;4;7;5;4;7;14;5;4;n/d
2020-02-04;17;n/d;8;5;15;9;8;5;7;9;10;7;4;11
2020-02-04;18;n/d;7;7;13;6;9;6;10;9;16;7;5;7
2020-02-04;19;n/d;7;8;15;6;11;4;14;12;10;4;5;11
2020-02-04;20;n/d;8;6;7;7;8;2;10;10;17;2;7;12
2020-02-04;21;n/d;9;7;15;5;14;6;13;8;14;5;7;14
2020-02-04;22;n/d;7;8;6;7;12;7;11;8;15;9;7;13
2020-02-04;23;n/d;9;7;9;7;14;5;12;8;11;8;9;11
2020-02-04;24;n/d;8;8;9;7;10;7;11;10;11;6;8;8
2020-02-05;1;n/d;8;7;5;4;16;6;9;12;7;7;8;n/d
2020-02-05;2;n/d;6;6;2;7;7;7;5;8;5;4;7;7
2020-02-05;3;n/d;4;3;3;6;4;7;5;n/d;7;3;n/d;4
2020-02-05;4;n/d;3;2;2;7;3;6;5;4;10;3;5;4
2020-02-05;5;n/d;3;4;2;6;4;4;7;2;11;6;7;8
2020-02-05;6;n/d;5;5;8;3;4;4;6;5;15;6;6;9
2020-02-05;7;n/d;6;5;13;4;5;6;6;6;14;6;6;8
2020-02-05;8;n/d;6;5;9;2;12;5;5;6;18;6;6;6
2020-02-05;9;n/d;8;7;6;2;17;7;7;7;12;5;n/d;10
2020-02-05;10;n/d;8;9;11;2;11;7;10;6;18;7;n/d;15
2020-02-05;11;n/d;8;8;11;11;13;6;7;8;16;6;n/d;15
2020-02-05;12;n/d;7;7;11;9;10;5;8;6;18;7;4;11
2020-02-05;13;n/d;6;6;11;8;9;7;5;7;17;5;4;13
2020-02-05;14;n/d;4;5;11;5;10;n/d;7;7;14;1;3;15
2020-02-05;15;n/d;4;2;10;4;12;n/d;6;6;14;1;2;14
2020-02-05;16;n/d;6;3;11;6;11;6;4;6;15;4;3;16
2020-02-05;17;n/d;7;8;13;5;12;7;10;6;14;5;7;11
2020-02-05;18;n/d;7;8;12;6;23;6;10;10;13;6;10;18
2020-02-05;19;n/d;9;9;11;4;23;4;11;11;13;5;16;21
2020-02-05;20;n/d;11;7;15;2;26;7;19;10;9;12;16;31
2020-02-05;21;n/d;17;9;18;3;16;6;22;15;11;10;9;35
2020-02-05;22;n/d;19;12;15;4;28;4;24;20;14;8;8;22
2020-02-05;23;n/d;14;17;15;4;23;5;18;20;14;8;10;15
2020-02-05;24;n/d;10;22;13;2;16;6;15;18;12;15;11;n/d
2020-02-06;1;n/d;10;14;13;1;15;10;16;14;16;15;12;18
2020-02-06;2;n/d;21;17;21;3;17;n/d;21;10;8;12;12;11
2020-02-06;3;n/d;22;13;14;4;15;9;20;12;8;10;11;12
2020-02-06;4;n/d;19;10;15;5;10;6;20;14;13;11;10;10
2020-02-06;5;n/d;17;10;18;5;10;7;21;11;18;10;6;19
2020-02-06;6;n/d;16;18;19;6;13;9;18;10;22;10;7;22
2020-02-06;7;n/d;15;16;21;4;16;10;16;16;22;10;8;24
2020-02-06;8;n/d;15;12;24;4;16;8;16;18;17;11;16;19
2020-02-06;9;n/d;18;13;21;2;13;9;15;19;23;11;14;18
2020-02-06;10;n/d;20;14;25;4;15;16;15;14;25;7;11;17
2020-02-06;11;n/d;19;10;16;6;18;9;22;16;14;10;12;19
2020-02-06;12;n/d;16;6;11;3;15;8;6;8;20;8;8;17
2020-02-06;13;n/d;13;3;11;1;13;5;9;4;21;6;5;15
2020-02-06;14;n/d;9;5;9;1;9;4;9;4;20;5;4;10
2020-02-06;15;10;7;5;10;0;6;4;8;7;20;6;2;15
2020-02-06;16;7;9;7;10;2;15;2;7;8;17;6;5;14
2020-02-06;17;9;9;7;13;3;7;3;9;10;21;5;7;20
2020-02-06;18;11;10;10;15;4;11;7;14;16;14;5;9;22
2020-02-06;19;12;12;15;20;4;15;7;16;25;16;7;11;26
2020-02-06;20;15;14;13;18;7;14;6;13;24;23;13;8;24
2020-02-06;21;21;11;13;17;7;22;9;15;24;22;11;6;23
2020-02-06;22;18;16;12;21;6;22;11;21;16;22;10;7;23
2020-02-06;23;15;17;10;13;10;16;10;24;19;22;12;9;22
2020-02-06;24;13;15;9;15;9;17;n/d;20;21;19;10;n/d;19
2020-02-07;1;13;16;11;12;10;19;13;19;10;12;10;9;16
2020-02-07;2;10;18;16;11;9;19;9;15;9;9;9;10;15
2020-02-07;3;10;20;7;11;8;20;n/d;10;7;13;12;8;14
2020-02-07;4;10;14;7;16;8;16;11;11;9;9;10;7;18
2020-02-07;5;8;12;10;14;7;18;10;9;9;9;10;8;16
2020-02-07;6;8;13;9;12;8;18;8;8;14;11;11;7;18
2020-02-07;7;15;15;12;14;6;20;6;13;14;11;11;8;22
2020-02-07;8;n/d;16;14;22;5;19;6;19;18;17;12;6;18
2020-02-07;9;14;14;17;22;9;23;8;15;11;18;11;8;23
2020-02-07;10;14;14;12;26;7;20;8;13;17;19;13;13;22
2020-02-07;11;16;15;16;23;4;17;11;15;15;23;14;9;24
2020-02-07;12;17;19;11;20;6;13;11;12;14;18;12;13;23
2020-02-07;13;16;18;12;16;14;15;10;12;11;19;9;12;21
2020-02-07;14;15;17;11;18;10;11;11;12;14;13;27;10;24
2020-02-07;15;14;14;10;14;6;12;9;12;10;13;6;11;21
2020-02-07;16;14;14;9;24;7;17;12;13;11;16;13;13;20
2020-02-07;17;14;13;13;21;12;14;8;11;18;23;13;11;22
2020-02-07;18;14;11;15;18;11;19;11;13;13;14;18;12;25
2020-02-07;19;19;14;20;18;11;35;11;19;11;18;16;18;31
2020-02-07;20;23;15;21;25;9;29;9;20;18;16;16;8;31
2020-02-07;21;27;14;24;37;8;26;12;18;22;17;20;15;36
2020-02-07;22;26;16;26;29;11;31;n/d;27;21;21;22;9;29
2020-02-07;23;25;20;19;23;12;30;11;21;16;17;27;8;26
2020-02-07;24;21;20;16;23;11;29;11;22;21;16;21;10;26
2020-02-08;1;20;17;16;22;14;16;14;16;15;16;19;14;23
2020-02-08;2;18;16;21;19;9;13;14;16;15;16;19;10;21
2020-02-08;3;14;15;17;20;13;17;8;15;16;14;15;10;22
2020-02-08;4;12;16;12;13;11;13;9;11;16;14;11;12;15
2020-02-08;5;13;14;12;20;10;13;9;16;10;16;14;10;21
2020-02-08;6;11;12;13;17;12;12;9;11;10;13;15;9;24
2020-02-08;7;12;12;9;16;9;13;13;10;12;14;13;11;21
2020-02-08;8;12;12;13;16;6;14;11;13;12;12;9;n/d;24
2020-02-08;9;12;10;11;12;4;16;9;12;10;19;11;10;22
2020-02-08;10;13;10;13;20;4;16;9;17;11;18;9;8;24
2020-02-08;11;14;11;15;19;5;14;8;12;13;16;13;8;14
2020-02-08;12;14;11;12;12;6;15;8;11;12;17;11;7;11
2020-02-08;13;14;10;9;20;6;13;5;12;10;17;9;6;13
2020-02-08;14;12;10;9;18;5;16;6;9;13;17;11;9;17
2020-02-08;15;12;10;11;13;8;17;n/d;10;18;14;10;9;17
2020-02-08;16;12;9;11;17;7;25;9;11;n/d;18;7;11;13
2020-02-08;17;14;10;10;17;8;16;6;11;13;12;9;11;20
2020-02-08;18;17;12;14;17;10;20;6;15;16;17;14;10;19
2020-02-08;19;17;12;16;18;9;15;7;12;17;25;10;11;18
2020-02-08;20;17;10;15;16;11;19;8;14;n/d;13;10;12;26
2020-02-08;21;16;9;10;14;7;18;n/d;15;n/d;15;15;n/d;25
2020-02-08;22;15;10;11;18;8;18;8;n/d;17;13;11;8;24
2020-02-08;23;17;11;12;20;9;13;10;18;n/d;20;9;4;25
2020-02-08;24;18;11;15;24;11;15;12;14;14;13;8;7;17
2020-02-09;1;17;12;16;17;10;n/d;10;n/d;14;14;7;8;19
2020-02-09;2;14;13;9;9;9;n/d;11;13;n/d;11;6;8;15
2020-02-09;3;13;14;9;9;10;12;9;14;11;9;9;8;11
2020-02-09;4;10;12;6;12;7;13;9;10;9;11;7;5;10
2020-02-09;5;7;8;n/d;10;7;9;7;8;8;9;5;3;13
2020-02-09;6;7;9;n/d;6;6;8;6;7;5;8;5;4;10
2020-02-09;7;6;5;8;3;4;n/d;8;9;6;6;5;4;8
2020-02-09;8;4;5;6;12;3;9;9;8;6;7;4;6;7
2020-02-09;9;6;6;6;8;8;5;7;5;4;5;4;5;5
2020-02-09;10;3;4;5;6;6;9;5;5;5;6;3;4;8
2020-02-09;11;2;4;7;6;3;9;6;6;9;9;3;0;8
2020-02-09;12;6;4;5;5;1;7;5;6;6;7;5;4;6
2020-02-09;13;6;5;3;7;3;8;n/d;6;5;3;n/d;5;8
2020-02-09;14;4;4;5;7;5;10;n/d;7;10;7;n/d;5;7
2020-02-09;15;7;8;9;7;5;12;n/d;6;7;7;n/d;4;4
2020-02-09;16;5;5;8;6;4;10;n/d;4;9;7;n/d;3;7
2020-02-09;17;n/d;n/d;4;6;3;5;n/d;n/d;n/d;5;n/d;3;7
2020-02-09;18;n/d;n/d;4;4;2;5;n/d;n/d;n/d;9;n/d;2;6
2020-02-09;19;1;n/d;2;4;1;8;n/d;3;n/d;5;n/d;1;5
2020-02-09;20;3;0;0;4;2;8;n/d;n/d;3;4;n/d;0;n/d
2020-02-09;21;4;n/d;4;7;2;7;n/d;n/d;1;6;n/d;0;n/d
